selection_rank_global,selection_rank_within_split,tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_all_pixels,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,conflict_pixel_count,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels,support_1_pixel_count,support_1_fraction_valid,support_2_pixel_count,support_2_fraction_valid,support_3_pixel_count,support_3_fraction_valid,provenance_1_pixel_count,provenance_2_pixel_count,provenance_3_pixel_count,provenance_4_pixel_count,provenance_5_pixel_count,provenance_6_pixel_count,provenance_7_pixel_count,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_sar_path,source_semantic_path,source_validity_path,source_provenance_path,source_support_path,source_conflict_path,coverage_eligible,rule_buildings,rule_roads,rule_bare_land,rule_water,selected,selection_reason,rejection_reason,image_path,semantic_mask_path,validity_mask_path,provenance_mask_path,support_mask_path,conflict_mask_path,materialization_status
1269,295,DE17_r005_c009,DE17,Munster,val,5,9,1280,2304,256,256,256,256,65536,0,0.0,54651,0.8339080810546875,0.8339080810546875,10885,0.1660919189453125,2183,0.0333099365234375,2458,0.0449763041847358,0.037506103515625,1966,0.0359737241770507,0.029998779296875,50227,0.9190499716382132,0.7664031982421875,0,0.0,0.0,0,0.0,0.0,1126,0.0206034656273444,33646,0.6156520466231176,19879,0.363744487749538,1126,0,2098,0,31489,59,19879,413640.6128986948,5757198.641319876,416200.6128986948,5759758.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r005_c009_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r005_c009_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r005_c009_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r005_c009_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r005_c009_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r005_c009_conflict.tif,PASS
1270,296,DE17_r005_c010,DE17,Munster,val,5,10,1280,2560,256,256,256,256,65536,0,0.0,50203,0.7660369873046875,0.7660369873046875,15333,0.2339630126953125,4867,0.0742645263671875,3776,0.0752146286078521,0.0576171875,3046,0.060673664920423,0.046478271484375,43043,0.8573790410931618,0.6567840576171875,0,0.0,0.0,338,0.006732665378563,0.005157470703125,1498,0.0298388542517379,31370,0.6248630559926698,17335,0.3452980897555923,1498,0,3506,0,27573,291,17335,416200.6128986948,5757198.641319876,418760.6128986948,5759758.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,True,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r005_c010_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r005_c010_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r005_c010_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r005_c010_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r005_c010_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r005_c010_conflict.tif,PASS
1271,297,DE17_r006_c000,DE17,Munster,val,6,0,1536,0,256,256,256,256,65536,0,0.0,58397,0.8910675048828125,0.8910675048828125,7139,0.1089324951171875,1356,0.02069091796875,1381,0.0236484750928986,0.0210723876953125,1493,0.0255663818346832,0.0227813720703125,55523,0.950785143072418,0.8472137451171875,0,0.0,0.0,0,0.0,0.0,756,0.0129458705070465,31612,0.5413291778687261,26029,0.4457249516242272,756,0,1230,0,30213,169,26029,390600.6128986948,5754638.641319876,393160.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c000_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c000_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c000_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c000_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c000_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c000_conflict.tif,PASS
1272,298,DE17_r006_c001,DE17,Munster,val,6,1,1536,256,256,256,256,256,65536,0,0.0,61878,0.944183349609375,0.944183349609375,3658,0.055816650390625,908,0.01385498046875,301,0.0048644106144348,0.0045928955078125,914,0.0147710010019716,0.013946533203125,60663,0.9803645883835936,0.9256439208984376,0,0.0,0.0,0,0.0,0.0,542,0.0087591712725039,32296,0.5219302498464721,29040,0.4693105788810239,542,0,152,0,31847,297,29040,393160.6128986948,5754638.641319876,395720.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c001_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c001_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c001_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c001_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c001_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c001_conflict.tif,PASS
1273,299,DE17_r006_c002,DE17,Munster,val,6,2,1536,512,256,256,256,256,65536,0,0.0,60800,0.927734375,0.927734375,4736,0.072265625,1131,0.0172576904296875,535,0.0087993421052631,0.0081634521484375,1016,0.0167105263157894,0.0155029296875,59249,0.9744901315789474,0.9040679931640624,0,0.0,0.0,0,0.0,0.0,867,0.0142598684210526,32044,0.5270394736842106,27889,0.4587006578947368,867,0,299,0,31141,604,27889,395720.6128986948,5754638.641319876,398280.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c002_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c002_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c002_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c002_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c002_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c002_conflict.tif,PASS
1274,300,DE17_r006_c003,DE17,Munster,val,6,3,1536,768,256,256,256,256,65536,0,0.0,46424,0.7083740234375,0.7083740234375,19112,0.2916259765625,4277,0.0652618408203125,4750,0.1023177666724108,0.072479248046875,3365,0.0724840599689815,0.0513458251953125,38238,0.8236687920041358,0.583465576171875,71,0.0015293813544718,0.0010833740234375,0,0.0,0.0,1643,0.0353911769774254,31117,0.670278304325349,13664,0.2943305186972256,1643,0,4459,0,26266,392,13664,398280.6128986948,5754638.641319876,400840.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,True,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c003_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c003_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c003_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c003_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c003_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c003_conflict.tif,PASS
1275,301,DE17_r006_c004,DE17,Munster,val,6,4,1536,1024,256,256,256,256,65536,0,0.0,52531,0.8015594482421875,0.8015594482421875,13005,0.1984405517578125,4060,0.06195068359375,2432,0.0462964725590603,0.037109375,2330,0.0443547619500866,0.035552978515625,47662,0.9073118729892824,0.727264404296875,0,0.0,0.0,107,0.0020368925015705,0.0016326904296875,2206,0.0419942510136871,34711,0.6607717347851745,15614,0.2972340142011384,2206,0,1877,0,32546,288,15614,400840.6128986948,5754638.641319876,403400.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c004_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c004_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c004_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c004_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c004_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c004_conflict.tif,PASS
1276,302,DE17_r006_c005,DE17,Munster,val,6,5,1536,1280,256,256,256,256,65536,0,0.0,30169,0.4603424072265625,0.4603424072265625,35367,0.5396575927734375,11499,0.1754608154296875,11754,0.3896052239053333,0.179351806640625,7597,0.2518147767575988,0.1159210205078125,7158,0.2372634160893632,0.109222412109375,0,0.0,0.0,3660,0.1213165832477046,0.05584716796875,3271,0.1084225529517053,22561,0.7478206105605091,4337,0.1437568364877854,3271,0,11511,0,10995,55,4337,403400.6128986948,5754638.641319876,405960.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,True,True,False,True,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c005_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c005_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c005_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c005_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c005_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c005_conflict.tif,PASS
1277,303,DE17_r006_c006,DE17,Munster,val,6,6,1536,1536,256,256,256,256,65536,0,0.0,31226,0.476470947265625,0.476470947265625,34310,0.523529052734375,13232,0.201904296875,10293,0.3296291551911868,0.1570587158203125,6710,0.2148850317043489,0.102386474609375,12143,0.3888746557356049,0.1852874755859375,0,0.0,0.0,2080,0.0666111573688592,0.03173828125,4743,0.1518926535579325,22218,0.7115224492410172,4265,0.1365848972010504,4743,0,9474,0,12646,98,4265,405960.6128986948,5754638.641319876,408520.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,True,True,False,True,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c006_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c006_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c006_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c006_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c006_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c006_conflict.tif,PASS
1278,304,DE17_r006_c007,DE17,Munster,val,6,7,1536,1792,256,256,256,256,65536,0,0.0,51749,0.7896270751953125,0.7896270751953125,13787,0.2103729248046875,4004,0.06109619140625,2738,0.052909234961062,0.041778564453125,2464,0.047614446655974,0.03759765625,45969,0.8883070204255155,0.7014312744140625,0,0.0,0.0,578,0.0111692979574484,0.008819580078125,1768,0.034164911399254,35147,0.6791822064194477,14834,0.2866528821812982,1768,0,2565,0,31944,638,14834,408520.6128986948,5754638.641319876,411080.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c007_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c007_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c007_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c007_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c007_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c007_conflict.tif,PASS
1279,305,DE17_r006_c008,DE17,Munster,val,6,8,1536,2048,256,256,256,256,65536,0,0.0,62631,0.9556732177734376,0.9556732177734376,2905,0.0443267822265625,682,0.010406494140625,422,0.0067378774089508,0.006439208984375,947,0.0151203078347783,0.0144500732421875,61262,0.9781418147562708,0.934783935546875,0,0.0,0.0,0,0.0,0.0,807,0.0128849930545576,39101,0.6243074515814853,22723,0.3628075553639571,807,0,210,0,38806,85,22723,411080.6128986948,5754638.641319876,413640.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c008_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c008_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c008_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c008_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c008_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c008_conflict.tif,PASS
1280,306,DE17_r006_c009,DE17,Munster,val,6,9,1536,2304,256,256,256,256,65536,0,0.0,61247,0.9345550537109376,0.9345550537109376,4289,0.0654449462890625,454,0.006927490234375,468,0.0076411905889268,0.00714111328125,850,0.0138782307704867,0.012969970703125,59929,0.9784805786405864,0.9144439697265624,0,0.0,0.0,0,0.0,0.0,545,0.0088983950234297,36639,0.5982170555292504,24063,0.3928845494473199,545,0,260,0,36091,288,24063,413640.6128986948,5754638.641319876,416200.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c009_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c009_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c009_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c009_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c009_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c009_conflict.tif,PASS
1281,307,DE17_r006_c010,DE17,Munster,val,6,10,1536,2560,256,256,256,256,65536,0,0.0,61913,0.9447174072265624,0.9447174072265624,3623,0.0552825927734375,562,0.008575439453125,556,0.0089803433850726,0.00848388671875,705,0.0113869461986981,0.0107574462890625,60652,0.9796327104162292,0.92547607421875,0,0.0,0.0,0,0.0,0.0,512,0.0082696687286999,39107,0.631644404244666,22294,0.3600859270266341,512,0,361,0,38452,294,22294,416200.6128986948,5754638.641319876,418760.6128986948,5757198.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r006_c010_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r006_c010_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r006_c010_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r006_c010_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r006_c010_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r006_c010_conflict.tif,PASS
1282,308,DE17_r007_c000,DE17,Munster,val,7,0,1792,0,256,256,256,256,65536,0,0.0,61997,0.9459991455078124,0.9459991455078124,3539,0.0540008544921875,681,0.0103912353515625,423,0.0068229107860057,0.0064544677734375,1184,0.019097698275723,0.01806640625,60390,0.9740793909382712,0.921478271484375,0,0.0,0.0,0,0.0,0.0,486,0.0078390889881768,42115,0.6793070632449957,19396,0.3128538477668274,486,0,219,0,41770,126,19396,390600.6128986948,5752078.641319876,393160.6128986948,5754638.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r007_c000_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r007_c000_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r007_c000_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r007_c000_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r007_c000_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r007_c000_conflict.tif,PASS
1283,309,DE17_r007_c001,DE17,Munster,val,7,1,1792,256,256,256,256,256,65536,0,0.0,56900,0.86822509765625,0.86822509765625,8636,0.13177490234375,1902,0.029022216796875,1918,0.0337082601054481,0.029266357421875,2340,0.0411247803163444,0.03570556640625,52642,0.9251669595782074,0.803253173828125,0,0.0,0.0,0,0.0,0.0,862,0.0151493848857644,33320,0.5855887521968366,22718,0.3992618629173989,862,0,1686,0,31424,210,22718,393160.6128986948,5752078.641319876,395720.6128986948,5754638.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r007_c001_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r007_c001_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r007_c001_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r007_c001_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r007_c001_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r007_c001_conflict.tif,PASS
1284,310,DE17_r007_c002,DE17,Munster,val,7,2,1792,512,256,256,256,256,65536,0,0.0,57637,0.8794708251953125,0.8794708251953125,7899,0.1205291748046875,1423,0.0217132568359375,1147,0.0199004111941981,0.0175018310546875,1701,0.0295122924510297,0.0259552001953125,54789,0.950587296354772,0.8360137939453125,0,0.0,0.0,0,0.0,0.0,1124,0.0195013619723441,34474,0.5981227336606694,22039,0.3823759043669865,1124,0,999,0,33026,449,22039,395720.6128986948,5752078.641319876,398280.6128986948,5754638.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r007_c002_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r007_c002_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r007_c002_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r007_c002_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r007_c002_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r007_c002_conflict.tif,PASS
1285,311,DE17_r007_c003,DE17,Munster,val,7,3,1792,768,256,256,256,256,65536,0,0.0,48199,0.7354583740234375,0.7354583740234375,17337,0.2645416259765625,5449,0.0831451416015625,3205,0.0664951555011514,0.0489044189453125,3095,0.0642129504761509,0.0472259521484375,41899,0.8692918940226976,0.6393280029296875,0,0.0,0.0,0,0.0,0.0,1497,0.0310587356584161,30656,0.6360297931492355,16046,0.3329114711923484,1497,0,2859,0,27380,417,16046,398280.6128986948,5752078.641319876,400840.6128986948,5754638.641319876,EPSG:32632,data\processed\sar\DE17_Munster\DE17_Munster_S1_VV_VH.tif,data\interim\labels_v3\fused\DE17\DE17_v3_semantic.tif,data\interim\labels_v3\fused\DE17\DE17_v3_validity.tif,data\interim\labels_v3\fused\DE17\DE17_v3_provenance.tif,data\interim\labels_v3\fused\DE17\DE17_v3_support_count.tif,data\interim\labels_v3\fused\DE17\DE17_v3_source_conflict.tif,True,False,False,False,False,True,coverage_only_evaluation,,data\processed\dataset_v3\tiles\val\DE17_Munster\images\DE17_r007_c003_image.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\semantic_masks\DE17_r007_c003_semantic.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\validity_masks\DE17_r007_c003_validity.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\provenance_masks\DE17_r007_c003_provenance.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\support_masks\DE17_r007_c003_support.tif,data\processed\dataset_v3\tiles\val\DE17_Munster\conflict_masks\DE17_r007_c003_conflict.tif,PASS
