selection_rank_global,selection_rank_within_split,tile_id,city_id,city_name,split,tile_row,tile_col,row_offset,col_offset,tile_size,stride,source_width_pixels,source_height_pixels,source_pixel_count,padding_pixel_count,padding_fraction,valid_pixel_count,valid_fraction_all_pixels,valid_fraction_source_pixels,ignore_pixel_count,ignore_fraction_source_pixels,conflict_pixel_count,conflict_fraction_source_pixels,buildings_pixel_count,buildings_fraction_valid,buildings_fraction_source_pixels,roads_pixel_count,roads_fraction_valid,roads_fraction_source_pixels,vegetation_pixel_count,vegetation_fraction_valid,vegetation_fraction_source_pixels,bare_land_pixel_count,bare_land_fraction_valid,bare_land_fraction_source_pixels,water_pixel_count,water_fraction_valid,water_fraction_source_pixels,support_1_pixel_count,support_1_fraction_valid,support_2_pixel_count,support_2_fraction_valid,support_3_pixel_count,support_3_fraction_valid,provenance_1_pixel_count,provenance_2_pixel_count,provenance_3_pixel_count,provenance_4_pixel_count,provenance_5_pixel_count,provenance_6_pixel_count,provenance_7_pixel_count,bounds_left,bounds_bottom,bounds_right,bounds_top,crs,source_sar_path,source_semantic_path,source_validity_path,source_provenance_path,source_support_path,source_conflict_path,coverage_eligible,rule_buildings,rule_roads,rule_bare_land,rule_water,selected,selection_reason,rejection_reason
723,723,DE10_r001_c004,DE10,Dortmund,train,1,4,256,1024,256,256,256,256,65536,0,0.0,37301,0.5691680908203125,0.5691680908203125,28235,0.4308319091796875,6755,0.1030731201171875,6335,0.1698345888850164,0.0966644287109375,3482,0.0933487037881022,0.053131103515625,27484,0.7368167073268813,0.41937255859375,0,0.0,0.0,0,0.0,0.0,1510,0.0404814884319455,26387,0.7074073081150639,9404,0.2521112034529905,1510,0,6401,0,18977,1009,9404,388746.8353732135,5717938.186498104,391306.8353732135,5720498.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
724,724,DE10_r001_c005,DE10,Dortmund,train,1,5,256,1280,256,256,256,256,65536,0,0.0,40079,0.6115570068359375,0.6115570068359375,25457,0.3884429931640625,4229,0.0645294189453125,3091,0.0771226827016642,0.0471649169921875,1273,0.0317622695177025,0.0194244384765625,31146,0.7771151974849672,0.475250244140625,2477,0.0618029391950896,0.0377960205078125,2092,0.0521969111005763,0.03192138671875,673,0.0167918361236557,29583,0.7381172184934753,9823,0.2450909453828688,673,0,3072,0,25514,997,9823,391306.8353732135,5717938.186498104,393866.8353732135,5720498.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,True,True,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000+water>=0.050000,
725,725,DE10_r001_c006,DE10,Dortmund,train,1,6,256,1536,256,256,256,256,65536,0,0.0,43634,0.665802001953125,0.665802001953125,21902,0.334197998046875,4347,0.0663299560546875,2868,0.065728560297016,0.04376220703125,1395,0.0319704817344272,0.0212860107421875,37162,0.8516752990787001,0.567047119140625,0,0.0,0.0,2209,0.0506256588898565,0.0337066650390625,721,0.0165238117064674,28952,0.6635192739606729,13961,0.3199569143328597,721,0,2992,0,25352,608,13961,393866.8353732135,5717938.186498104,396426.8353732135,5720498.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,False,True,False,True,True,roads>=0.030000+water>=0.050000,
726,726,DE10_r001_c007,DE10,Dortmund,train,1,7,256,1792,256,256,256,256,65536,0,0.0,26263,0.4007415771484375,0.4007415771484375,39273,0.5992584228515625,12863,0.1962738037109375,9552,0.3637055934204013,0.145751953125,4129,0.1572173780603891,0.0630035400390625,11554,0.4399345086243003,0.176300048828125,0,0.0,0.0,1028,0.0391425198949091,0.01568603515625,1407,0.0535734683775653,22079,0.8406884209724708,2777,0.1057381106499638,1407,0,9995,0,11821,263,2777,396426.8353732135,5717938.186498104,398986.8353732135,5720498.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
727,727,DE10_r001_c008,DE10,Dortmund,train,1,8,256,2048,256,256,256,256,65536,0,0.0,41542,0.633880615234375,0.633880615234375,23994,0.366119384765625,6616,0.1009521484375,4415,0.1062779837273121,0.0673675537109375,2619,0.0630446295315584,0.0399627685546875,30961,0.7452939194068653,0.4724273681640625,1424,0.0342785614558759,0.021728515625,2123,0.0511049058783881,0.0323944091796875,1114,0.0268162341726445,29520,0.7106061335515863,10908,0.2625776322757691,1114,0,4712,0,24220,588,10908,398986.8353732135,5717938.186498104,401546.8353732135,5720498.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,True,True,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000+water>=0.050000,
728,728,DE10_r001_c009,DE10,Dortmund,train,1,9,256,2304,256,256,256,256,65536,0,0.0,38044,0.58050537109375,0.58050537109375,27492,0.41949462890625,9849,0.1502838134765625,4177,0.1097939228262012,0.0637359619140625,2323,0.0610608768794027,0.0354461669921875,26703,0.7018978025444222,0.4074554443359375,3805,0.1000157712122805,0.0580596923828125,1036,0.0272316265376931,0.01580810546875,899,0.023630533066975,23464,0.6167595415834297,13681,0.3596099253495952,899,0,4346,0,18129,989,13681,401546.8353732135,5717938.186498104,404106.8353732135,5720498.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000,
729,729,DE10_r001_c010,DE10,Dortmund,train,1,10,256,2560,256,256,256,256,65536,0,0.0,29576,0.4512939453125,0.4512939453125,35960,0.5487060546875,8617,0.1314849853515625,8194,0.2770489586150933,0.125030517578125,3113,0.1052542602109818,0.0475006103515625,17609,0.5953813903164729,0.2686920166015625,660,0.0223153908574519,0.01007080078125,0,0.0,0.0,1183,0.0399986475520692,17292,0.5846632404652421,11101,0.3753381119826887,1183,0,7992,0,8906,394,11101,404106.8353732135,5717938.186498104,406666.8353732135,5720498.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,True,False,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000,
730,730,DE10_r002_c000,DE10,Dortmund,train,2,0,512,0,256,256,256,256,65536,0,0.0,48461,0.7394561767578125,0.7394561767578125,17075,0.2605438232421875,3399,0.0518646240234375,2104,0.0434163554198221,0.0321044921875,1555,0.0320876581168362,0.0237274169921875,44801,0.9244753513134272,0.6836090087890625,0,0.0,0.0,1,2.0635149914364127e-05,1.52587890625e-05,594,0.0122572790491322,31745,0.6550628340314892,16122,0.3326798869193784,594,0,2108,0,28911,726,16122,378506.8353732135,5715378.186498104,381066.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
731,731,DE10_r002_c001,DE10,Dortmund,train,2,1,512,256,256,256,256,256,65536,0,0.0,27281,0.4162750244140625,0.4162750244140625,38255,0.5837249755859375,8445,0.1288604736328125,5826,0.2135552215827865,0.088897705078125,2797,0.1025255672446024,0.0426788330078125,17042,0.624683845900077,0.260040283203125,69,0.0025292327993841,0.0010528564453125,1547,0.0567061324731498,0.0236053466796875,1037,0.0380118030863971,17249,0.6322715442982295,8995,0.3297166526153733,1037,0,6562,0,10251,436,8995,381066.8353732135,5715378.186498104,383626.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,True,True,True,buildings>=0.075000+roads>=0.030000+bare_land>=0.001000+water>=0.050000,
732,732,DE10_r002_c002,DE10,Dortmund,train,2,2,512,512,256,256,256,256,65536,0,0.0,27307,0.4166717529296875,0.4166717529296875,38229,0.5833282470703125,10921,0.1666412353515625,6466,0.2367891016955359,0.098663330078125,3872,0.1417951441022448,0.05908203125,16605,0.6080858387959132,0.2533721923828125,0,0.0,0.0,364,0.013329915406306,0.00555419921875,1624,0.0594719302742886,17269,0.6324019482184056,8414,0.3081261215073058,1624,0,6767,0,9843,659,8414,383626.8353732135,5715378.186498104,386186.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
733,733,DE10_r002_c003,DE10,Dortmund,train,2,3,512,768,256,256,256,256,65536,0,0.0,48567,0.7410736083984375,0.7410736083984375,16969,0.2589263916015625,6753,0.1030426025390625,1793,0.0369180719418535,0.0273590087890625,2301,0.0473778491568348,0.0351104736328125,43621,0.8981613029423271,0.6656036376953125,0,0.0,0.0,852,0.0175427759589844,0.01300048828125,769,0.0158337966108674,22349,0.4601684271212963,25449,0.5239977762678362,769,0,2213,0,19759,377,25449,386186.8353732135,5715378.186498104,388746.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
734,734,DE10_r002_c004,DE10,Dortmund,train,2,4,512,1024,256,256,256,256,65536,0,0.0,46161,0.7043609619140625,0.7043609619140625,19375,0.2956390380859375,2478,0.037811279296875,1966,0.0425900652065596,0.029998779296875,1804,0.0390806091722449,0.02752685546875,41302,0.8947379822794134,0.630218505859375,0,0.0,0.0,1089,0.023591343341782,0.0166168212890625,731,0.0158358787721236,33327,0.7219730941704036,12103,0.2621910270574727,731,0,1754,0,30885,688,12103,388746.8353732135,5715378.186498104,391306.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
735,735,DE10_r002_c005,DE10,Dortmund,train,2,5,512,1280,256,256,256,256,65536,0,0.0,33310,0.508270263671875,0.508270263671875,32226,0.491729736328125,7894,0.120452880859375,7147,0.2145601921344941,0.1090545654296875,3086,0.0926448513959771,0.047088623046875,23077,0.6927949564695287,0.3521270751953125,0,0.0,0.0,0,0.0,0.0,1128,0.0338637045932152,24534,0.7365355749024317,7648,0.229600720504353,1128,0,6949,0,17473,112,7648,391306.8353732135,5715378.186498104,393866.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
736,736,DE10_r002_c006,DE10,Dortmund,train,2,6,512,1536,256,256,256,256,65536,0,0.0,53903,0.8224945068359375,0.8224945068359375,11633,0.1775054931640625,2525,0.0385284423828125,1944,0.0360647830361946,0.0296630859375,1698,0.0315010296272934,0.025909423828125,49522,0.9187243752666828,0.755645751953125,0,0.0,0.0,739,0.0137098120698291,0.0112762451171875,873,0.0161957590486614,38568,0.7155074856687011,14462,0.2682967552826373,873,0,1555,0,36633,380,14462,393866.8353732135,5715378.186498104,396426.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
737,737,DE10_r002_c007,DE10,Dortmund,train,2,7,512,1792,256,256,256,256,65536,0,0.0,33661,0.5136260986328125,0.5136260986328125,31875,0.4863739013671875,7139,0.1089324951171875,5589,0.1660378479546062,0.0852813720703125,3040,0.090312230771516,0.04638671875,23738,0.7052078072546865,0.362213134765625,0,0.0,0.0,1294,0.0384421140191913,0.019744873046875,1455,0.0432250972936038,22977,0.682600041591159,9229,0.2741748611152372,1455,0,5758,0,16768,451,9229,396426.8353732135,5715378.186498104,398986.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
738,738,DE10_r002_c008,DE10,Dortmund,train,2,8,512,2048,256,256,256,256,65536,0,0.0,42361,0.6463775634765625,0.6463775634765625,23175,0.3536224365234375,4990,0.076141357421875,3710,0.0875805575883477,0.056610107421875,2602,0.0614244234083236,0.039703369140625,35024,0.8267982342248766,0.534423828125,0,0.0,0.0,1025,0.0241967847784518,0.0156402587890625,819,0.0193338212034654,30888,0.7291612568164113,10654,0.2515049219801232,819,0,4144,0,26215,529,10654,398986.8353732135,5715378.186498104,401546.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
739,739,DE10_r002_c009,DE10,Dortmund,train,2,9,512,2304,256,256,256,256,65536,0,0.0,51699,0.7888641357421875,0.7888641357421875,13837,0.2111358642578125,2004,0.03057861328125,1455,0.0281436778274241,0.0222015380859375,2113,0.0408711967349465,0.0322418212890625,48131,0.9309851254376292,0.7344207763671875,0,0.0,0.0,0,0.0,0.0,577,0.0111607574614596,34992,0.6768409446991238,16130,0.3119982978394166,577,0,1272,0,33153,567,16130,401546.8353732135,5715378.186498104,404106.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
740,740,DE10_r002_c010,DE10,Dortmund,train,2,10,512,2560,256,256,256,256,65536,0,0.0,40528,0.618408203125,0.618408203125,25008,0.381591796875,5293,0.0807647705078125,5199,0.1282816818002368,0.0793304443359375,2904,0.0716541650217133,0.0443115234375,32184,0.7941176470588235,0.4910888671875,0,0.0,0.0,241,0.0059465061192262,0.0036773681640625,1625,0.0400957362810896,29944,0.7388472167390446,8959,0.2210570469798657,1625,0,4325,0,25349,270,8959,404106.8353732135,5715378.186498104,406666.8353732135,5717938.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
741,741,DE10_r003_c000,DE10,Dortmund,train,3,0,768,0,256,256,256,256,65536,0,0.0,47659,0.7272186279296875,0.7272186279296875,17877,0.2727813720703125,4152,0.0633544921875,2456,0.0515327640109947,0.0374755859375,1337,0.0280534631444218,0.0204010009765625,40226,0.844037852241969,0.613800048828125,0,0.0,0.0,3640,0.0763759206026144,0.0555419921875,1176,0.02467529742546,26223,0.5502213642753729,20260,0.425103338299167,1176,0,3314,0,22618,291,20260,378506.8353732135,5712818.186498104,381066.8353732135,5715378.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,False,False,False,True,True,water>=0.050000,
742,742,DE10_r003_c001,DE10,Dortmund,train,3,1,768,256,256,256,256,256,65536,0,0.0,33376,0.50927734375,0.50927734375,32160,0.49072265625,8309,0.1267852783203125,5445,0.1631411792905081,0.0830841064453125,3470,0.1039669223394055,0.052947998046875,24451,0.7325922818791947,0.3730926513671875,0,0.0,0.0,10,0.0002996164908916,0.000152587890625,1437,0.0430548897411313,16201,0.4854086768935762,15738,0.4715364333652924,1437,0,5940,0,8796,1465,15738,381066.8353732135,5712818.186498104,383626.8353732135,5715378.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
743,743,DE10_r003_c002,DE10,Dortmund,train,3,2,768,512,256,256,256,256,65536,0,0.0,46952,0.7164306640625,0.7164306640625,18584,0.2835693359375,3184,0.048583984375,1792,0.0381666382688703,0.02734375,1801,0.0383583233941046,0.0274810791015625,43114,0.9182569432612028,0.657867431640625,0,0.0,0.0,245,0.0052180950758221,0.0037384033203125,703,0.0149727381155222,23555,0.501682569432612,22694,0.4833446924518657,703,0,2281,0,21129,145,22694,383626.8353732135,5712818.186498104,386186.8353732135,5715378.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
744,744,DE10_r003_c003,DE10,Dortmund,train,3,3,768,768,256,256,256,256,65536,0,0.0,28667,0.4374237060546875,0.4374237060546875,36869,0.5625762939453125,9920,0.1513671875,7613,0.2655666794572156,0.1161651611328125,4249,0.1482192067534098,0.0648345947265625,16805,0.5862141137893745,0.2564239501953125,0,0.0,0.0,0,0.0,0.0,1306,0.0455576097952349,21999,0.7673980535110057,5362,0.1870443366937594,1306,0,7428,0,14202,369,5362,386186.8353732135,5712818.186498104,388746.8353732135,5715378.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,True,False,False,True,buildings>=0.075000+roads>=0.030000,
745,745,DE10_r003_c004,DE10,Dortmund,train,3,4,768,1024,256,256,256,256,65536,0,0.0,44881,0.6848297119140625,0.6848297119140625,20655,0.3151702880859375,2606,0.039764404296875,4586,0.1021813239455448,0.069976806640625,1186,0.0264254361533833,0.018096923828125,38290,0.8531449834005481,0.584259033203125,0,0.0,0.0,819,0.0182482565005236,0.0124969482421875,4202,0.0936253648537242,27177,0.6055346360375214,13502,0.3008399991087542,4202,0,2776,0,24185,216,13502,388746.8353732135,5712818.186498104,391306.8353732135,5715378.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,True,False,False,False,True,buildings>=0.075000,
746,746,DE10_r003_c005,DE10,Dortmund,train,3,5,768,1280,256,256,256,256,65536,0,0.0,46726,0.712982177734375,0.712982177734375,18810,0.287017822265625,4292,0.06549072265625,2749,0.0588323417369344,0.0419464111328125,2575,0.0551085049009116,0.0392913818359375,40998,0.8774130034670206,0.625579833984375,0,0.0,0.0,404,0.0086461498951333,0.00616455078125,1216,0.0260240551299062,25240,0.5401703548345674,20270,0.4338055900355262,1216,0,2901,0,22199,140,20270,391306.8353732135,5712818.186498104,393866.8353732135,5715378.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
747,747,DE10_r003_c006,DE10,Dortmund,train,3,6,768,1536,256,256,256,256,65536,0,0.0,47513,0.7249908447265625,0.7249908447265625,18023,0.2750091552734375,4825,0.0736236572265625,2543,0.0535221939258729,0.0388031005859375,2813,0.0592048491991665,0.0429229736328125,41969,0.8833161450550375,0.6403961181640625,0,0.0,0.0,188,0.0039568118199229,0.00286865234375,994,0.0209205901542735,35903,0.7556458232483741,10616,0.2234335865973523,994,0,2154,0,33086,663,10616,393866.8353732135,5712818.186498104,396426.8353732135,5715378.186498104,EPSG:32632,data\processed\sar\DE10_Dortmund\DE10_Dortmund_S1_VV_VH.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_semantic.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_validity.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_provenance.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_support_count.tif,data\interim\labels_v3_1\fused\DE10\DE10_v31_source_conflict.tif,True,False,True,False,False,True,roads>=0.030000,
