tile_id,city_id,city_name,candidate_id,qa_pass,qa_status,qa_failure_count,qa_failures,image_exists,semantic_exists,validity_exists,image_width,image_height,image_bands,semantic_bands,validity_bands,crs,crs_match,transform_match,bounds_match,sar_all_finite,semantic_values,semantic_values_valid,validity_values,validity_values_valid,padding_fraction,padding_pass,valid_pixel_count_recomputed,valid_fraction_recomputed,buildings_pixel_count_recomputed,roads_pixel_count_recomputed,vegetation_pixel_count_recomputed,bare_land_pixel_count_recomputed,water_pixel_count_recomputed,class_accounting_match,manifest_valid_match,manifest_fraction_match
DE07_off128_r006_c002,DE07,Frankfurt,DE07_off128_r006_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,47295,0.7216644287109375,4314,3527,34257,1971,3226,True,True,True
DE07_off128_r006_c003,DE07,Frankfurt,DE07_off128_r006_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36717,0.5602569580078125,7090,5847,18227,620,4933,True,True,True
DE07_off128_r006_c004,DE07,Frankfurt,DE07_off128_r006_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,41495,0.6331634521484375,7564,4817,25451,560,3103,True,True,True
DE07_off128_r006_c007,DE07,Frankfurt,DE07_off128_r006_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39745,0.6064605712890625,10345,5657,23229,316,198,True,True,True
DE07_off128_r007_c000,DE07,Frankfurt,DE07_off128_r007_c000,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42356,0.64630126953125,5224,4179,27522,1101,4330,True,True,True
DE07_off128_r007_c001,DE07,Frankfurt,DE07_off128_r007_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,47818,0.729644775390625,4495,4478,37102,691,1052,True,True,True
DE07_off128_r008_c001,DE07,Frankfurt,DE07_off128_r008_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,33945,0.5179595947265625,5435,3480,23994,888,148,True,True,True
DE07_off128_r008_c002,DE07,Frankfurt,DE07_off128_r008_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,31268,0.47711181640625,3869,4074,21146,2113,66,True,True,True
DE07_off128_r008_c005,DE07,Frankfurt,DE07_off128_r008_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,46941,0.7162628173828125,9342,5044,31082,1409,64,True,True,True
DE07_off128_r009_c002,DE07,Frankfurt,DE07_off128_r009_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,47864,0.7303466796875,6003,4446,35093,1223,1099,True,True,True
DE07_off128_r009_c008,DE07,Frankfurt,DE07_off128_r009_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,40890,0.623931884765625,10854,5024,23677,1045,290,True,True,True
DE07_off128_r009_c010,DE07,Frankfurt,DE07_off128_r009_c010,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,53978,0.823638916015625,3396,2461,41461,2401,4259,True,True,True
DE07_off128_r010_c004,DE07,Frankfurt,DE07_off128_r010_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,40442,0.617095947265625,9149,5757,22807,2642,87,True,True,True
DE08_off128_r000_c005,DE08,Cologne,DE08_off128_r000_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42409,0.6471099853515625,4242,4171,24228,5531,4237,True,True,True
DE08_off128_r000_c008,DE08,Cologne,DE08_off128_r000_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,40044,0.61102294921875,6162,4633,28211,629,409,True,True,True
DE08_off128_r001_c005,DE08,Cologne,DE08_off128_r001_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,41931,0.6398162841796875,5295,4270,19955,1450,10961,True,True,True
DE08_off128_r001_c006,DE08,Cologne,DE08_off128_r001_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,30008,0.4578857421875,10967,8087,9435,517,1002,True,True,True
DE08_off128_r002_c004,DE08,Cologne,DE08_off128_r002_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38243,0.5835418701171875,6164,4893,25240,1565,381,True,True,True
DE08_off128_r002_c005,DE08,Cologne,DE08_off128_r002_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42540,0.64910888671875,11510,4365,15281,711,10673,True,True,True
DE08_off128_r003_c002,DE08,Cologne,DE08_off128_r003_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,48954,0.746978759765625,5304,4777,34284,1597,2992,True,True,True
DE08_off128_r003_c003,DE08,Cologne,DE08_off128_r003_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38753,0.5913238525390625,9655,6008,21397,1566,127,True,True,True
DE08_off128_r003_c004,DE08,Cologne,DE08_off128_r003_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36288,0.5537109375,7275,4768,20629,2779,837,True,True,True
DE08_off128_r003_c005,DE08,Cologne,DE08_off128_r003_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38227,0.5832977294921875,9758,5636,14757,558,7518,True,True,True
DE08_off128_r003_c006,DE08,Cologne,DE08_off128_r003_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39962,0.609771728515625,7197,5369,17450,1027,8919,True,True,True
DE08_off128_r004_c003,DE08,Cologne,DE08_off128_r004_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,32759,0.4998626708984375,15009,6552,10191,784,223,True,True,True
DE08_off128_r004_c004,DE08,Cologne,DE08_off128_r004_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35890,0.547637939453125,14909,7061,13046,567,307,True,True,True
DE08_off128_r004_c005,DE08,Cologne,DE08_off128_r004_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,40021,0.6106719970703125,14903,6863,11602,410,6243,True,True,True
DE08_off128_r004_c006,DE08,Cologne,DE08_off128_r004_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38208,0.5830078125,12358,6434,10545,2015,6856,True,True,True
DE08_off128_r005_c000,DE08,Cologne,DE08_off128_r005_c000,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,46491,0.7093963623046875,4822,4171,31757,5364,377,True,True,True
DE08_off128_r005_c002,DE08,Cologne,DE08_off128_r005_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,34282,0.523101806640625,10240,6838,16765,380,59,True,True,True
DE08_off128_r005_c003,DE08,Cologne,DE08_off128_r005_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,40579,0.6191864013671875,10196,5076,23648,448,1211,True,True,True
DE08_off128_r005_c004,DE08,Cologne,DE08_off128_r005_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,34553,0.5272369384765625,18376,7040,7968,591,578,True,True,True
DE08_off128_r005_c005,DE08,Cologne,DE08_off128_r005_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42985,0.6558990478515625,18809,8052,5244,506,10374,True,True,True
DE08_off128_r005_c006,DE08,Cologne,DE08_off128_r005_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,30328,0.4627685546875,13815,7565,8006,928,14,True,True,True
DE08_off128_r006_c000,DE08,Cologne,DE08_off128_r006_c000,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,49664,0.7578125,3491,2478,39505,2601,1589,True,True,True
DE08_off128_r006_c001,DE08,Cologne,DE08_off128_r006_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,34583,0.5276947021484375,11106,6498,15484,1328,167,True,True,True
DE08_off128_r006_c005,DE08,Cologne,DE08_off128_r006_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38812,0.59222412109375,12252,5843,11308,914,8495,True,True,True
DE08_off128_r006_c006,DE08,Cologne,DE08_off128_r006_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,46297,0.7064361572265625,6119,5337,31020,2056,1765,True,True,True
DE08_off128_r006_c007,DE08,Cologne,DE08_off128_r006_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42425,0.6473541259765625,5056,5446,24926,552,6445,True,True,True
DE08_off128_r006_c008,DE08,Cologne,DE08_off128_r006_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,43590,0.665130615234375,8096,6271,27009,1087,1127,True,True,True
DE08_off128_r007_c003,DE08,Cologne,DE08_off128_r007_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,29805,0.4547882080078125,11172,7100,10976,333,224,True,True,True
DE08_off128_r007_c008,DE08,Cologne,DE08_off128_r007_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,31822,0.485565185546875,9861,7022,13659,1254,26,True,True,True
DE08_off128_r008_c002,DE08,Cologne,DE08_off128_r008_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,40511,0.6181488037109375,4951,4189,29560,480,1331,True,True,True
DE08_off128_r008_c004,DE08,Cologne,DE08_off128_r008_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,51968,0.79296875,2920,2583,38759,3466,4240,True,True,True
DE08_off128_r008_c005,DE08,Cologne,DE08_off128_r008_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38292,0.58428955078125,6651,5415,22513,2333,1380,True,True,True
DE08_off128_r008_c006,DE08,Cologne,DE08_off128_r008_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37147,0.5668182373046875,9105,5519,15640,414,6469,True,True,True
DE08_off128_r009_c001,DE08,Cologne,DE08_off128_r009_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,60118,0.917327880859375,862,1011,36556,15836,5853,True,True,True
DE08_off128_r009_c002,DE08,Cologne,DE08_off128_r009_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,61658,0.940826416015625,651,1223,39455,9371,10958,True,True,True
DE08_off128_r009_c003,DE08,Cologne,DE08_off128_r009_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35349,0.5393829345703125,8532,4716,20253,1690,158,True,True,True
DE08_off128_r009_c004,DE08,Cologne,DE08_off128_r009_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,45287,0.6910247802734375,5139,4475,28538,5310,1825,True,True,True
DE08_off128_r009_c005,DE08,Cologne,DE08_off128_r009_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42338,0.646026611328125,6614,6213,20782,979,7750,True,True,True
DE08_off128_r009_c008,DE08,Cologne,DE08_off128_r009_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,55630,0.848846435546875,1898,1900,42557,3158,6117,True,True,True
DE08_off128_r009_c009,DE08,Cologne,DE08_off128_r009_c009,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,45027,0.6870574951171875,7938,4310,30241,1749,789,True,True,True
DE08_off128_r010_c000,DE08,Cologne,DE08_off128_r010_c000,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,50382,0.768768310546875,3153,2804,39832,3882,711,True,True,True
DE08_off128_r010_c004,DE08,Cologne,DE08_off128_r010_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,59799,0.9124603271484375,1251,1624,44129,8228,4567,True,True,True
DE08_off128_r010_c006,DE08,Cologne,DE08_off128_r010_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39303,0.5997161865234375,5435,4204,19137,624,9903,True,True,True
DE08_off128_r010_c007,DE08,Cologne,DE08_off128_r010_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,46984,0.7169189453125,4192,3276,30511,2483,6522,True,True,True
DE08_off128_r010_c010,DE08,Cologne,DE08_off128_r010_c010,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,43842,0.668975830078125,7996,4217,28950,2527,152,True,True,True
DE09_off128_r000_c000,DE09,Dusseldorf,DE09_off128_r000_c000,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,28378,0.433013916015625,13553,7191,6832,454,348,True,True,True
DE09_off128_r000_c001,DE09,Dusseldorf,DE09_off128_r000_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35516,0.54193115234375,8611,6611,19233,110,951,True,True,True
DE09_off128_r000_c002,DE09,Dusseldorf,DE09_off128_r000_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,41385,0.6314849853515625,7449,3853,21150,688,8245,True,True,True
DE09_off128_r000_c007,DE09,Dusseldorf,DE09_off128_r000_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42028,0.64129638671875,5889,5043,29297,492,1307,True,True,True
DE09_off128_r001_c000,DE09,Dusseldorf,DE09_off128_r001_c000,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36455,0.5562591552734375,9757,6016,20339,122,221,True,True,True
DE09_off128_r001_c010,DE09,Dusseldorf,DE09_off128_r001_c010,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,44008,0.6715087890625,5844,4638,31868,1512,146,True,True,True
DE09_off128_r002_c006,DE09,Dusseldorf,DE09_off128_r002_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,45503,0.6943206787109375,7593,5718,28276,128,3788,True,True,True
DE09_off128_r002_c007,DE09,Dusseldorf,DE09_off128_r002_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,32851,0.5012664794921875,12504,7218,11772,664,693,True,True,True
DE09_off128_r003_c001,DE09,Dusseldorf,DE09_off128_r003_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39262,0.599090576171875,6519,5607,25969,425,742,True,True,True
DE09_off128_r003_c004,DE09,Dusseldorf,DE09_off128_r003_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35952,0.548583984375,7934,6999,20109,285,625,True,True,True
DE09_off128_r003_c005,DE09,Dusseldorf,DE09_off128_r003_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,28006,0.427337646484375,11022,7434,8175,1364,11,True,True,True
DE09_off128_r003_c006,DE09,Dusseldorf,DE09_off128_r003_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38453,0.5867462158203125,11307,6158,16650,1251,3087,True,True,True
DE09_off128_r004_c001,DE09,Dusseldorf,DE09_off128_r004_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,54075,0.8251190185546875,1421,2533,35299,3907,10915,True,True,True
DE09_off128_r004_c003,DE09,Dusseldorf,DE09_off128_r004_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,33182,0.506317138671875,10017,5970,15533,1090,572,True,True,True
DE09_off128_r004_c004,DE09,Dusseldorf,DE09_off128_r004_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,45297,0.6911773681640625,7840,5276,20161,1350,10670,True,True,True
DE09_off128_r004_c005,DE09,Dusseldorf,DE09_off128_r004_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36666,0.559478759765625,15153,8267,8333,786,4127,True,True,True
DE09_off128_r004_c006,DE09,Dusseldorf,DE09_off128_r004_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36483,0.5566864013671875,10998,7153,17467,605,260,True,True,True
DE09_off128_r004_c008,DE09,Dusseldorf,DE09_off128_r004_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,59037,0.9008331298828125,1020,1532,52287,3740,458,True,True,True
DE09_off128_r005_c001,DE09,Dusseldorf,DE09_off128_r005_c001,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36706,0.560089111328125,9126,6995,18520,1553,512,True,True,True
DE09_off128_r005_c002,DE09,Dusseldorf,DE09_off128_r005_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,39574,0.603851318359375,8090,5316,24759,451,958,True,True,True
DE09_off128_r005_c003,DE09,Dusseldorf,DE09_off128_r005_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37100,0.56610107421875,13630,6511,9603,895,6461,True,True,True
DE09_off128_r005_c004,DE09,Dusseldorf,DE09_off128_r005_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,46434,0.708526611328125,8389,4944,14454,1983,16664,True,True,True
DE09_off128_r005_c005,DE09,Dusseldorf,DE09_off128_r005_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,46660,0.71197509765625,20824,8499,9223,1403,6711,True,True,True
DE09_off128_r005_c006,DE09,Dusseldorf,DE09_off128_r005_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35800,0.5462646484375,18916,8989,6122,1578,195,True,True,True
DE09_off128_r005_c007,DE09,Dusseldorf,DE09_off128_r005_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,37721,0.5755767822265625,9720,6263,17353,4198,187,True,True,True
DE09_off128_r006_c002,DE09,Dusseldorf,DE09_off128_r006_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,35322,0.538970947265625,9422,5715,19278,760,147,True,True,True
DE09_off128_r006_c003,DE09,Dusseldorf,DE09_off128_r006_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42840,0.6536865234375,11034,7352,19625,1749,3080,True,True,True
DE09_off128_r006_c004,DE09,Dusseldorf,DE09_off128_r006_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,47886,0.730682373046875,5412,3493,28487,1519,8975,True,True,True
DE09_off128_r006_c005,DE09,Dusseldorf,DE09_off128_r006_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,34983,0.5337982177734375,16096,8517,9583,632,155,True,True,True
DE09_off128_r006_c006,DE09,Dusseldorf,DE09_off128_r006_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36538,0.557525634765625,11303,7273,15689,423,1850,True,True,True
DE09_off128_r006_c007,DE09,Dusseldorf,DE09_off128_r006_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42902,0.654632568359375,7867,5198,28405,1052,380,True,True,True
DE09_off128_r006_c009,DE09,Dusseldorf,DE09_off128_r006_c009,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,45898,0.700347900390625,5743,4540,34184,1026,405,True,True,True
DE09_off128_r007_c002,DE09,Dusseldorf,DE09_off128_r007_c002,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,44370,0.677032470703125,7064,6137,26091,4137,941,True,True,True
DE09_off128_r007_c003,DE09,Dusseldorf,DE09_off128_r007_c003,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,42435,0.6475067138671875,6591,5043,28091,1493,1217,True,True,True
DE09_off128_r007_c004,DE09,Dusseldorf,DE09_off128_r007_c004,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,51785,0.7901763916015625,6011,3786,31429,1363,9196,True,True,True
DE09_off128_r007_c006,DE09,Dusseldorf,DE09_off128_r007_c006,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36606,0.558563232421875,8925,6456,20214,226,785,True,True,True
DE09_off128_r007_c007,DE09,Dusseldorf,DE09_off128_r007_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,34151,0.5211029052734375,13337,8017,11963,799,35,True,True,True
DE09_off128_r007_c009,DE09,Dusseldorf,DE09_off128_r007_c009,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,36191,0.5522308349609375,10846,6265,17175,300,1605,True,True,True
DE09_off128_r008_c005,DE09,Dusseldorf,DE09_off128_r008_c005,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,49218,0.751007080078125,9174,3506,24594,800,11144,True,True,True
DE09_off128_r008_c007,DE09,Dusseldorf,DE09_off128_r008_c007,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,49718,0.758636474609375,6499,3631,29218,525,9845,True,True,True
DE09_off128_r008_c008,DE09,Dusseldorf,DE09_off128_r008_c008,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,38856,0.5928955078125,9137,5589,22574,558,998,True,True,True
DE09_off128_r008_c009,DE09,Dusseldorf,DE09_off128_r008_c009,True,accepted,0,,True,True,True,256,256,2,1,1,EPSG:32632,True,True,True,True,"0,1,2,3,4,5",True,"0,1",True,0.0,True,40509,0.6181182861328125,10858,5032,23021,245,1353,True,True,True
